Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
AJ969584	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969585	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969592	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969593	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969594	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969595	Group 39	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969596	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969597	Group 40	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969598	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969599	Group 39	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969600	Group 22	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. sp. 4			Nyati	J. Phycology (2013)  		ITS	130601
AJ969601	Group 38	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969602	Group 38	IN TREE	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969603	Group 22	REDUNDANT	Xanthoria parietina	Trebouxia sp.	T. sp. 4			Nyati	J. Phycology (2013)  		ITS	130601
AJ969604	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969607	UNIQUE	IN TREE	Xanthoria parietina	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969608	Group 33	IN TREE	Xanthoria parietina	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ970889	Group 39	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AM159503	Group 39	REDUNDANT	Xanthoria parietina	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969526	UNIQUE	IN TREE	Xanthoria polycarpa	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969531	UNIQUE	IN TREE	Xanthoria polycarpa	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969535	UNIQUE	IN TREE	Xanthoria polycarpa	Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AJ969572	Group 22	REDUNDANT	Xanthoria polycarpa	Trebouxia sp.	T. sp. 4			Nyati	J. Phycology (2013)  		ITS	130601
AJ969532	Group 220	IN TREE	Xanthoria sp.	Trebouxia sp.	T. gelatinosa			Nyati	J. Phycology (2013)  		ITS	130601
AJ969566	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969586	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969587	Group 33	REDUNDANT	Xanthoria sp.	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969588	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia decolorans	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969589	Group 33	REDUNDANT	Xanthoria sp.	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969590	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AJ969606	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AJ969609	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia arboricola	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969610	UNIQUE	IN TREE	Xanthoria sp.	Trebouxia arboricola	T. arboricola			Nyati	Unpublished  		ITS	130601
EU717929	UNIQUE	IN TREE	Xanthoria tenax	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
EU717930	UNIQUE	IN TREE	Xanthoria tenax	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
EU717932	Group 15	REDUNDANT	Xanthoria tenax	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
EU717934	UNIQUE	IN TREE	Xanthoria tenax	Trebouxia decolorans	T. decolorans			Werth	Am. J. Bot. 95(5)  568-576 (2008) 	21632383	ITS	130601
AJ969509	UNIQUE	IN TREE	Xanthoria turbinata	Trebouxia sp.	T. arboricola			Nyati	J. Phycology (2013)  		ITS	130601
AJ969605	UNIQUE	IN TREE	Xanthoria ulophyllodes	Trebouxia sp.	T. impressa			Nyati	Unpublished  		ITS	130601
GQ398411	Group 111	REDUNDANT		Trebouxia jamesii	T. jamesii			Altermann	Unpublished  		ITS	130601
JF831904	UNIQUE	IN TREE		Trebouxia crenulata	T. arboricola	CCAP219/2		Beck	Ecol Evol 2 (12)  3132-3144 (2012) 	23301178	ITS	130601
Z68697	UNIQUE	IN TREE		Trebouxia gelatinosa	T. gelatinosa	UBT-86.108B2		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
Z68699	Group 136	IN TREE		Trebouxia jamesii	T. jamesii	UBT-86.001E1		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
Z68700	Group 192	IN TREE		Trebouxia jamesii	T. jamesii	UBT-86.132E2		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
Z68703	Group 38	REDUNDANT		Trebouxia arboricola	T. decolorans	UBT-92.001C3		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
Z68704	Group 39	REDUNDANT		Trebouxia arboricola	T. decolorans	UBT-92.001C5		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
Z68705	UNIQUE	IN TREE		Trebouxia arboricola	T. arboricola	SAG 219-1a		Bhattacharya	Mol. Biol. Evol. 13 (7)  978-989 (1996) 	8752006	ITS	130601
JQ031784	UNIQUE	IN TREE		Trebouxia jamesii	T. jamesii			Cao	Unpublished  		ITS	130601
JQ031785	Group 181	REDUNDANT		Trebouxia jamesii	T. jamesii			Cao	Unpublished  		ITS	130601
FJ626725	Group 17	REDUNDANT		Trebouxia arboricola	T. arboricola	SAG 219-1A		del Campo	Taxon 59 (2)  588-591 (2010) 		ITS	130601
FJ626726	UNIQUE	IN TREE		Trebouxia australis	T. jamesii	SAG 2205		del Campo	Taxon 59 (2)  588-591 (2010) 		ITS	130601
FJ626727	UNIQUE	IN TREE		Trebouxia brindabellae	T. jamesii	SAG 2206		del Campo	Taxon 59 (2)  588-591 (2010) 		ITS	130601
JN243323	Group 110	REDUNDANT		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JN243324	UNIQUE	IN TREE		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JN243327	Group 112	REDUNDANT		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JN243328	UNIQUE	IN TREE		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JN243329	Group 138	REDUNDANT		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JN243330	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Domaschke	Unpublished  		ITS	130601
JX435366	Group 66	REDUNDANT		Uncultured Chlorophyta	T. sp. 1			Frey	Unpublished  		ITS	130601
AJ249566	UNIQUE	IN TREE		Trebouxia corticola	T. corticola	UTEX 909		Friedl	Mol. Phylogenet. Evol. 14 (3)  342-352 (2000) 	10712840	ITS	130601
JX509838	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509839	UNIQUE	IN TREE		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509840	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509841	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509842	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509843	UNIQUE	IN TREE		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509844	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509845	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509846	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509847	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509848	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509849	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509850	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509851	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509852	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509853	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509854	Group 174	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509855	Group 170	IN TREE		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509856	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509857	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509858	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509859	Group 170	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509860	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX509861	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518605	Group 191	IN TREE		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518606	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518607	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518608	Group 109	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518609	Group 147	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518610	Group 147	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518611	Group 147	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
JX518612	Group 147	REDUNDANT		Trebouxia jamesii	T. jamesii			Li	Unpublished  		ITS	130601
AM159202	Group 40	REDUNDANT		Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AM159203	UNIQUE	IN TREE		Trebouxia sp.	T. impressa			Nyati	Unpublished  		ITS	130601
AM159204	UNIQUE	IN TREE		Trebouxia sp	T. sp. 4			Nyati	Unpublished  		ITS	130601
AM159205	UNIQUE	IN TREE		Trebouxia sp	T. sp. 4			Nyati	Unpublished  		ITS	130601
AM159206	UNIQUE	IN TREE		Trebouxia sp	T. sp. 4			Nyati	Unpublished  		ITS	130601
AM159207	UNIQUE	IN TREE		Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AM159208	UNIQUE	IN TREE		Trebouxia sp	T. sp. 4			Nyati	Unpublished  		ITS	130601
AM159209	UNIQUE	IN TREE		Trebouxia sp.	T. impressa			Nyati	Unpublished  		ITS	130601
AM159210	UNIQUE	IN TREE		Trebouxia sp.	T. decolorans			Nyati	J. Phycology (2013)  		ITS	130601
AM159211	UNIQUE	IN TREE		Trebouxia sp.	T. gelatinosa			Nyati	Unpublished  		ITS	130601
AM159212	UNIQUE	IN TREE		Trebouxia sp.	T. gelatinosa			Nyati	Unpublished  		ITS	130601
AM159214	UNIQUE	IN TREE		Trebouxia sp.	T. gelatinosa			Nyati	Unpublished  		ITS	130601
AM159215	UNIQUE	IN TREE		Trebouxia sp.	T. decolorans			Nyati	Unpublished  		ITS	130601
AM159216	UNIQUE	IN TREE		Trebouxia sp.	T. arboricola			Nyati	Unpublished  		ITS	130601
AM159502	UNIQUE	IN TREE		Trebouxia sp.	T. gelatinosa			Nyati	Unpublished  		ITS	130601
JX144651	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601
JX144652	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601
JX144654	UNIQUE	IN TREE		Trebouxia sp	T. sp. 4			Rafat	Unpublished  		ITS	130601
JX144655	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601
JX144656	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601
JX144657	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601
JX144658	UNIQUE	IN TREE		Trebouxia sp.	T. jamesii			Rafat	Unpublished  		ITS	130601JN204797	Carbonea sp.	Trebouxia sp.	 	Antarctica: Darwin Area, Diamond Hills	Ruprecht	Lichenologist (Lond.) 44 (5), 661-678 (2012)	 	Trebouxia	ITS	140929
KF026233	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026234	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026240	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026242	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026244	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026250	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026251	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026266	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF026271	Xanthoparmelia aff.	Trebouxia sp.	 	USA: Utah, Aquarius Plateau	Leavitt	Bryologist 116 (2), 149-161 (2013)	 	Trebouxia	ITS	140929
KF556649	Ramalina farinacea	Trebouxia jamesii	 	 	Werth	Am. J. Bot. 101 (7), 1127-1140 (2014)	25016008	Trebouxia	ITS	140929
KF800354	house dust	fungus	 	USA: Missouri, Kansas City	Rittenour	Environ Sci Process Impacts 16 (1), 33-43 (2013)	24258337	Trebouxia	ITS	140929
KF907509	Fulgensia bracteata	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907510	Fulgensia bracteata	Trebouxia sp.	 	Austria: Grossglockner, Pasterze	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907511	Fulgensia bracteata	Trebouxia sp.	 	Austria: Grossglockner, Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907512	Fulgensia bracteata	Trebouxia sp.	 	Austria: Grossglockner, Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907513	Psora decipiens	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907514	Fulgensia bracteata	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907515	Fulgensia bracteata	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907516	Gyalolechia bracteata	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907517	Psora decipiens	Trebouxia asymmetrica	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907518	Psora decipiens	Trebouxia asymmetrica	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907519	Psora decipiens	Trebouxia asymmetrica	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907520	Peltigera rufescens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907521	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907522	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907523	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907524	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907525	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907526	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907527	Fulgensia fulgens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907528	Squamarina lentigera	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907529	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907530	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907531	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907532	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907533	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907544	 	Trebouxia sp.	 	Austria	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907545	 	Trebouxia sp.	 	Austria	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907546	Psora decipiens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907547	Psora decipiens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907548	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907549	Psora decipiens	Trebouxia sp.	 	Spain: Tabernas	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907551	Psora decipiens	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907555	Buellia elegans	Trebouxia sp.	 	Austria: Grossglockner, Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907557	Peltigera rufescens	Trebouxia sp.	 	Austria: Seidenwinkeltal	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907561	Fulgensia bracteata	Trebouxia sp.	 	Austria: Hinteres Modereck	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907562	Psora decipiens	Trebouxia sp.	 	Austria: Hinteres Modereck	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907565	Psora decipiens	Trebouxia sp.	 	Sweden: Gynge Alvar	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907566	Psora decipiens	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907568	Buellia elegans	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907569	Psora decipiens	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907570	Buellia elegans	Trebouxia sp.	 	Austria: Hochtor	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907571	Peltigera rufescens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907572	Peltigera rufescens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907573	Psora decipiens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KF907574	Psora decipiens	Trebouxia sp.	 	Germany: Ruine Homburg	Ruprecht	Biodivers. Conserv. (2014) In press	 	Trebouxia	ITS	140929
KJ413046	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ413047	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ413050	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ413048	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ413049	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ413051	Ramalina farinacea	Trebouxia 	 	Spain	Alvarez	Unpublished	 	Trebouxia	ITS	140929
KJ489089	epoxy resin	Trebouxia 	 	 	Krakova	Unpublished	 	Trebouxia	ITS	140929
KM020032	 	Trebouxia sp.	SAG 2463	 	Friedl	Unpublished	 	Trebouxia	ITS	140929
AB177817	Parmotrema tinctorum	Trebouxia corticola	 	Japan: Shizuoka, Shimizu-muramatsu, 15m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB177826	Parmotrema tinctorum	Trebouxia corticola	 	Japan: Shizuoka, Shimizu-nishikubo-cho, 5m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB177830	Parmotrema tinctorum	Trebouxia sp.	 	Japan: Shizuoka, Shimizu-umegaya, 20m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB177831	Parmotrema tinctorum	Trebouxia corticola	 	Japan: Shizuoka, Shimizu-umegaya, 20m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB177836	Parmotrema tinctorum	Trebouxia higginsiae	 	Japan: Shizuoka, Mt. Kuno-zan, c.100m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB573862	Parmotrema tinctorum	Trebouxia higginsiae	 	Japan: Chiba, Kujukurihama coast	Mansournia	Unpublished	 	Trebouxia	ITS	141006
AB177837	Parmotrema reticulatum	Trebouxia corticola	 	Japan: Shizuoka, Mt. Kuno-zan, c.100m alt.	Ohmura	Unpublished	 	Trebouxia	ITS	141006
AB177838	Parmotrema tinctorum	Trebouxia corticola	 	Japan: Shizuoka, Mt. Kuno-zan, c.100m alt.	Ohmura	Bryologist 109, 43-59 (2006)	 	Trebouxia	ITS	141006
AB331642	Parmotrema tinctorum	Trebouxia corticola	 	Japan: Shizuoka, Mt. Kuno-zan	Ohmura	Unpublished	 	Trebouxia	ITS	141006
AB573861	Parmotrema tinctorum	Trebouxia higginsiae	 	Japan: Chiba, Kujukurihama coast	Mansournia	Unpublished	 	Trebouxia	ITS	141006
AB573863	Parmotrema tinctorum	Trebouxia higginsiae	 	Japan: Chiba, Kujukurihama coast	Mansournia	Unpublished	 	Trebouxia	ITS	141006
AB573864	Parmotrema tinctorum	Trebouxia higginsiae	 	Japan: Chiba, Kujukurihama coast	Mansournia	Unpublished	 	Trebouxia	ITS	141006
AJ249567	Ramalina sp.	Trebouxia galapagensis	UTEX 2230	 	Friedl	Mol. Phylogenet. Evol. 14 (3), 342-352 (2000)	10712840	Trebouxia	ITS	141006
AY444755	Flavocetraria nivalis	Trebouxia jamesii	 	Greenland	Opanowicz	Lichenologist (Lond.) (2004) In press	 	Trebouxia	ITS	141006
AY842262	Ramalina complanata	Trebouxia sp.	 	Brazil: Florianopolis, Santa Catarina State	Cordeiro	FEMS Microbiol. Ecol. 54 (3), 381-390 (2005)	16332336	Trebouxia	ITS	141006
AY842266	Ramalina peruviana	Trebouxia 	 	Brazil: Parana State	Cordeiro	FEMS Microbiol. Ecol. 54 (3), 381-390 (2005)	16332336	Trebouxia	ITS	141006
