Accession,Group,Representative,Host,Species,Clade,Strain,Location,Author,Reference,Pubmed,Gene,Date
"FJ968741","Group 599","IN TREE","Free-living","Parachlorella kessleri",""," "," ","Turmel","Mol. Biol. Evol. 26 (10), 2317-2331 (2009)","19578159","rbcL","131021"
"FM210341","Group 814","IN TREE","Free-living","Ulva linza",""," "," ","Leliaert","Phycological Res. 57 (2), 147-151 (2009)"," ","rbcL","131021"
"FM210342","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Leliaert","Phycological Res. 57 (2), 147-151 (2009)"," ","rbcL","131021"
"FM210343","Group 383","REDUNDANT","Free-living","Ulva intestinalis",""," "," ","Leliaert","Phycological Res. 57 (2), 147-151 (2009)"," ","rbcL","131021"
"FM210344","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Leliaert","Phycological Res. 57 (2), 147-151 (2009)"," ","rbcL","131021"
"FM992362","UNIQUE","IN TREE","Free-living","Mougeotia sp.","","M2055"," ","Gontcharov","J. Phycol. 46 (2), 346-362 (2010)"," ","rbcL","131021"
"GQ250046","UNIQUE","IN TREE","Free-living","Dunaliella salina","","CCAP 19/18"," ","Smith","BMC Plant Biol. 10, 83 (2010)","20459666","rbcL","131021"
"GQ253918","Group 082","IN TREE","Free-living","Volvox barberi","","Carolina Biological"," ","Herron","J. Phycol. 46 (2), 316-324 (2010)"," ","rbcL","131021"
"GQ985396","UNIQUE","IN TREE","Free-living","Bracteacoccus grandis","","UTEX 1246"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985397","UNIQUE","IN TREE","Free-living","Bracteacoccus pseudominor","","UTEX 1247"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985398","UNIQUE","IN TREE","Free-living","Bracteacoccus aerius","","UTEX 1250"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985399","UNIQUE","IN TREE","Free-living","Bracteacoccus minor","","UTEX 66"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985400","UNIQUE","IN TREE","Free-living","Bracteacoccus medionucleatus","","UTEX 1244"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985401","UNIQUE","IN TREE","Free-living","Bracteacoccus sp.","","BC2-1"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985402","UNIQUE","IN TREE","Free-living","Bracteacoccus cohaerens","","UTEX 1272"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985403","Group 367","REDUNDANT","Free-living","Bracteacoccus sp.","","BCP-WJT2-VFNP14"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GQ985404","UNIQUE","IN TREE","Free-living","Dictyococcus varians","","UTEX LB 62"," ","Fucikova","Unpublished"," ","rbcL","131021"
"GU084820","Group 006","REDUNDANT","Free-living","Volvox carteri ","","UTEX 2908"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU138239","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138240","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138241","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138242","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138243","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138244","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138245","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138246","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138247","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138248","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138249","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138250","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138251","Group 037","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138252","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138253","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138254","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138255","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138256","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138257","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138258","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138259","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138260","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138261","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138262","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138263","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138264","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138265","Group 080","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138266","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138267","Group 080","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138268","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138269","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138270","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138271","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138272","Group 037","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138273","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138274","Group 005","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138275","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138276","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138277","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138278","Group 000","IN TREE","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138279","Group 005","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138280","Group 002","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138281","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138282","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138283","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138284","Group 002","REDUNDANT","Free-living","Ulva ohnoi",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138285","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138286","Group 002","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138287","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138288","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138289","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138290","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138291","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138292","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138293","Group 037","REDUNDANT","Free-living","Ulva sp.",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU138294","Group 000","REDUNDANT","Free-living","Ulva lactuca",""," "," ","O'Kelly","J. Phycol. 46, 728-735 (2010)"," ","rbcL","131021"
"GU169595","Group 006","REDUNDANT","Free-living","Volvox carteri ","","UTEX 1885; HK10"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169596","Group 006","REDUNDANT","Free-living","Volvox carteri ","","UTEX 2864"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169597","Group 006","REDUNDANT","Free-living","Volvox carteri ","","NIES 397"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169598","Group 006","IN TREE","Free-living","Volvox carteri ","","NIES 398"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169599","Group 006","REDUNDANT","Free-living","Volvox carteri ","","Isanuma"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169600","Group 006","REDUNDANT","Free-living","Volvox carteri ","","Isanuma"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU169601","Group 006","REDUNDANT","Free-living","Volvox carteri ","","UTEX 2903"," ","Smith","Mol. Biol. Evol. 27 (10), 2244-2256 (2010)","20430860","rbcL","131021"
"GU192418","UNIQUE","IN TREE","Free-living","Desmodesmus santosii","","Tow 8/18 P-14w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192426","UNIQUE","IN TREE","Free-living","Desmodesmus elegans","","Tow 6/16 T-32w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192427","UNIQUE","IN TREE","Free-living","Desmodesmus costato-","","Tow 10/11 T-3w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192429","UNIQUE","IN TREE","Free-living","Desmodesmus denticulatus var. linearis","","Tow 8/18 T-23w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192430","UNIQUE","IN TREE","Free-living","Desmodesmus sp.","","Tow 8/18 P-4w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192431","UNIQUE","IN TREE","Free-living","Desmodesmus multivariabilis var. turskensis","","Mary 8/18 T-1w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192432","UNIQUE","IN TREE","Free-living","Desmodesmus sp.","","Mary 9/21 BT-16w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192433","UNIQUE","IN TREE","Free-living","Desmodesmus hystrix","","NDem 9/21 T-9w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192434","UNIQUE","IN TREE","Free-living","Desmodesmus sp.","","Tow 6/16 T-15w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192435","UNIQUE","IN TREE","Free-living","Desmodesmus cuneatus","","Tow 6/16 T-2w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192436","UNIQUE","IN TREE","Free-living","Desmodesmus cuneatus","","Tow 8/18 P-10d"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"GU192437","UNIQUE","IN TREE","Free-living","Acutodesmus obliquus","","Tow 9/21 P-1w"," ","Fawley","Phycologia 50 (1), 23-56 (2011)"," ","rbcL","131021"
"HE860264","UNIQUE","IN TREE","Free-living","Chlorochytrium lemnae",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860265","UNIQUE","IN TREE","Free-living","Chlorochytrium lemnae",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860266","UNIQUE","IN TREE","Free-living","Chlorochytrium lemnae",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860267","Group 246","REDUNDANT","Free-living","Scotinosphaera gibberosa",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860268","Group 246","IN TREE","Free-living","Scotinosphaera gibberosa",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860269","UNIQUE","IN TREE","Free-living","Scotinosphaera lemnae",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860270","UNIQUE","IN TREE","Free-living","Scotinosphaera sp.",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860271","UNIQUE","IN TREE","Free-living","Scotinosphaera sp.",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE860272","UNIQUE","IN TREE","Free-living","Scotinosphaera sp.",""," "," ","Skaloud","Unpublished"," ","rbcL","131021"
"HE984581","UNIQUE","IN TREE","Free-living","Kalinella bambusicola",""," "," ","Neustupa","Int. J. Syst. Evol. Microbiol. 63 (PT 1), 377-387 (2013)","23087168","rbcL","131021"
"HE984583","UNIQUE","IN TREE","Free-living","Leptochlorella corticola","","I2e"," ","Neustupa","Int. J. Syst. Evol. Microbiol. 63 (PT 1), 377-387 (2013)","23087168","rbcL","131021"
"HF549176","Group 031","REDUNDANT","Free-living","Bryopsis cf. plumosa 22 ","","MZ4"," ","Hollants","Unpublished"," ","rbcL","131021"
"HF583325","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","MX0359"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583329","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HV1757"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583338","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC8671"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583339","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC14151"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583340","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC14796"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583341","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC16048"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583342","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","F.0176"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583348","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","HV1227"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583349","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","HV1228"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583350","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","HV1229"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583351","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","HV1240"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583352","Group 031","IN TREE","Free-living","Bryopsis sp.","","HV1241"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583353","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","MZ3"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583354","Group 031","REDUNDANT","Free-living","Bryopsis sp.","","MZA"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583365","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC12941"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583370","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC9417"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583371","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC14026"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583393","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","HEC9490"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HF583402","UNIQUE","IN TREE","Free-living","Bryopsis sp.","","SEY323"," ","Hollants","Mol. Phylogenet. Evol. (2013) In press","23499613","rbcL","131021"
"HM046602","Group 001","REDUNDANT","Free-living","Ulva prolifera","","B12"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046603","UNIQUE","IN TREE","Free-living","Ulva compressa","","A17"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046604","Group 001","REDUNDANT","Free-living","Ulva prolifera","","A16"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046605","UNIQUE","IN TREE","Free-living","Ulva sp.","","B16b"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046606","UNIQUE","IN TREE","Free-living","Ulva sp.","","B15b"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046607","UNIQUE","IN TREE","Free-living","Ulva linza","","B1c"," ","Liu","Unpublished"," ","rbcL","131021"
"HM046608","Group 001","REDUNDANT","Free-living","Ulva prolifera","","2008a"," ","Liu","Unpublished"," ","rbcL","131021"
"HM101339","UNIQUE","IN TREE","Free-living","Chlorella sorokiniana",""," "," ","Wan","Submitted (10-MAR-2010) Hunan University, Changsha, Hunan 410083, The People's Republic of China"," ","rbcL","131021"
"HM103371","UNIQUE","IN TREE","Free-living","Ulva australis",""," "," ","Couceiro","Botanica Marina 54 (4), 391-402 (2011)"," ","rbcL","131021"
"HM142168","UNIQUE","IN TREE","Free-living","Ulva beytensis",""," "," ","Gupta","Unpublished"," ","rbcL","131021"
"HM447565","Group 045","REDUNDANT","Free-living","Ulva flexuosa subsp. paradoxa",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447566","Group 003","IN TREE","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
"HM447567","Group 003","REDUNDANT","Free-living","Ulva flexuosa subsp. pilifera",""," "," ","Mares","Unpublished"," ","rbcL","131021"
